tweet_clean,tweet,label
"['peristiwa', 'bakar', 'mobil', 'fasilitas', 'stadion', 'bentuk', 'salah', 'gemar', 'laku', 'represif', 'aparat', 'baca', 'berita', 'kondisi', 'kaya', 'medan', 'perang', 'horror', 'juragan', 'tragedi', 'usut', 'tuntas']",peristiwa bakar mobil fasilitas stadion bentuk salah gemar laku represif aparat baca berita kondisi kaya medan perang horror juragan tragedi usut tuntas,negative
"['contoh', 'lokal', 'aparat', 'foto', 'kesan', 'biar', 'pilih', 'cerita', 'aparat', 'represif', 'brutal', 'jatuh', 'korban', 'bocah', 'nekat', 'polisi']",contoh lokal aparat foto kesan biar pilih cerita aparat represif brutal jatuh korban bocah nekat polisi,negative
"['supporter', 'mana', 'ketemu', 'aparat', 'represif', 'ngelawan', 'bilang', 'kali', 'aparat', 'paham', 'psikologi', 'massa', 'ambil', 'tindak', 'aman', 'biar', 'sembrono', 'kaya', 'malang', 'kemarin']",supporter mana ketemu aparat represif ngelawan bilang kali aparat paham psikologi massa ambil tindak aman biar sembrono kaya malang kemarin,negative
"['hadap', 'demo', 'aparat', 'represif', 'hadap', 'supporter', 'sepak', 'bola', 'aparat', 'represif', 'gegabah', 'hadap', 'laskar', 'fpi']",hadap demo aparat represif hadap supporter sepak bola aparat represif gegabah hadap laskar fpi,negative
"['fakta', 'pitch', 'invader', 'rusuh', 'peluk', 'salam', 'main', 'main', 'baya', 'masuk', 'ruang', 'ganti', 'balas', 'tindak', 'represif', 'aparat']",fakta pitch invader rusuh peluk salam main main baya masuk ruang ganti balas tindak represif aparat,negative
"['gas', 'air', 'mata', 'salah', 'nya', 'biasa', 'represif', 'kritik', 'rakyat', 'kali', 'redam']",gas air mata salah nya biasa represif kritik rakyat kali redam,negative
"['maaf', 'nyata', 'presiden', 'komentar', 'institusi', 'kait', 'tragedi', 'kanj']",maaf nyata presiden komentar institusi kait tragedi kanj,positive
"['sepurane', 'lak', 'tulis', 'rodok', 'keras', 'elingo', 'manajemen', 'iku', 'iya', 'aremania', 'alias', 'dulur', 'lepas', 'tangan', 'kondisi', 'susah', 'ngene', 'faktane', 'musuh', 'federasi', 'bobrok', 'aparat', 'represif', 'saudara', 'sam']",sepurane lak tulis rodok keras elingo manajemen iku iya aremania alias dulur lepas tangan kondisi susah ngene faktane musuh federasi bobrok aparat represif saudara sam,negative
"['gas', 'air', 'mata', 'aparat', 'represif', 'timbul', 'panik', 'tragedi']",gas air mata aparat represif timbul panik tragedi,negative
"['pintar', 'nemen', 'mas', 'kerja', 'narasi', 'indonesia', 'kui', 'dudu', 'arema', 'thu', 'cuk', 'lha', 'ono', 'supporter', 'mlebhu', 'lapang', 'gebuk', 'main', 'dasar', 'kok', 'salah', 'yen', 'aparat', 'aman', 'tindak', 'represif', 'sebab', 'intine', 'supporter', 'aparat', 'salah']",pintar nemen mas kerja narasi indonesia kui dudu arema thu cuk lha ono supporter mlebhu lapang gebuk main dasar kok salah yen aparat aman tindak represif sebab intine supporter aparat salah,negative
"['fakta', 'masuk', 'orang', 'tito', 'kapolrinya', 'aparat', 'represif']",fakta masuk orang tito kapolrinya aparat represif,negative
"['orang', 'masuk', 'tito', 'kapolrinya', 'aparat', 'represif']",orang masuk tito kapolrinya aparat represif,negative
"['dede', 'yusuf', 'sayang', 'sikap', 'represif', 'aparat']",dede yusuf sayang sikap represif aparat,positive
"['kondusif', 'aparat', 'represif', 'usir', 'supporter', 'lapang', 'tendang', 'dipentungin', 'injak', 'marah', 'bunuh', 'masal']",kondusif aparat represif usir supporter lapang tendang dipentungin injak marah bunuh masal,negative
"['maaf', 'nyata', 'presiden', 'komentar', 'institusi', 'kait', 'tragedi', 'kanjuruhan', 'diupload', 'video', 'foto', 'medsos', 'aparat', 'represif', 'tembak', 'tribun', 'korban']",maaf nyata presiden komentar institusi kait tragedi kanjuruhan diupload video foto medsos aparat represif tembak tribun korban,negative
"['gas', 'air', 'mata', 'salah', 'nya', 'biasa', 'represif', 'kritik', 'rakyat', 'kali', 'redam', 'dunia', 'international', 'amat', 'kejam', 'aparat', 'era', 'rezim', 'bunuh']",gas air mata salah nya biasa represif kritik rakyat kali redam dunia international amat kejam aparat era rezim bunuh,negative
"['bukti', 'aman', 'kondusif', 'aman', 'gas', 'air', 'mata', 'water', 'canon', 'tendang', 'represif', 'moga']",bukti aman kondusif aman gas air mata water canon tendang represif moga,negative
"['tindak', 'usut', 'tuntas', 'aparat', 'tindak', 'represif', 'kejam']",tindak usut tuntas aparat tindak represif kejam,negative
"['tindak', 'aparat', 'laku', 'represif', 'benar', 'tindak', 'hitung', 'akibat', 'timbul', 'tindak', 'polisi', 'gagal', 'paham', 'psikologi', 'salah']",tindak aparat laku represif benar tindak hitung akibat timbul tindak polisi gagal paham psikologi salah,negative
"['gempadewa', 'duka', 'cita', 'tragedi', 'stadion', 'kanjuruhan', 'kecam', 'keras', 'tindak', 'represif', 'aparat', 'supporter', 'tuntut', 'perintah', 'usut', 'tuntas', 'tragedi', 'wadasmelawan', 'wadastolaktambang', 'wadaskonsistenmelawan']",gempadewa duka cita tragedi stadion kanjuruhan kecam keras tindak represif aparat supporter tuntut perintah usut tuntas tragedi wadasmelawan wadastolaktambang wadaskonsistenmelawan,negative
"['tindak', 'usut', 'tuntas', 'aparat', 'tindak', 'represif', 'kejam', 'supporter', 'kanjuruhan', 'akibat', 'ratus', 'orang', 'tinggal', 'dunia', 'wadasmelawan', 'kanjuruhanberdukacita']",tindak usut tuntas aparat tindak represif kejam supporter kanjuruhan akibat ratus orang tinggal dunia wadasmelawan kanjuruhanberdukacita,negative
"['gempa', 'dewa', 'duka', 'cita', 'tragedi', 'kanjuruhan', 'tragedi', 'kanjuruhan', 'tindak', 'represif', 'aparat', 'warga', 'wadas', 'tanggal', 'april', 'februari', 'wadasmelawan', 'wadastolaktambang']",gempa dewa duka cita tragedi kanjuruhan tragedi kanjuruhan tindak represif aparat warga wadas tanggal april februari wadasmelawan wadastolaktambang,negative
"['ngobrolin', 'runtuh', 'rezim', 'era', 'orde', 'pecah', 'misteri', 'sambo', 'the', 'gang', 'analis', 'tindak', 'represif', 'keras', 'aparat', 'choose']",ngobrolin runtuh rezim era orde pecah misteri sambo the gang analis tindak represif keras aparat choose,negative
"['tragedi', 'aparat', 'represif', 'overload', 'tonton', 'larang', 'gas', 'air', 'mata', 'masuk', 'stadion', 'panpel', 'krg', 'profesional', 'stadion', 'standar', 'fifa', 'mari', 'evaluasi', 'baik', 'salah', 'dalih', 'maaf', 'sanksi', 'mudur']",tragedi aparat represif overload tonton larang gas air mata masuk stadion panpel krg profesional stadion standar fifa mari evaluasi baik salah dalih maaf sanksi mudur,negative
"['bukti', 'aman', 'kondusif', 'aman', 'gas', 'air', 'mata', 'water', 'canon', 'tendang', 'represif', 'moga', 'aparat', 'humanis', 'aaamiiin']",bukti aman kondusif aman gas air mata water canon tendang represif moga aparat humanis aaamiiin,negative
"['sayang', 'wktu', 'aparat', 'ngiranya', 'the', 'jak', 'mania', 'rusuh', 'kondusif', 'puluh']",sayang wktu aparat ngiranya the jak mania rusuh kondusif puluh,negative
"['problem', 'gas', 'air', 'mata', 'aparat', 'represif', 'pakai', 'kacamata', 'teori', 'konspirasi', 'aparat', 'pakai', 'dekat', 'manusiawi', 'kasih', 'sayang']",problem gas air mata aparat represif pakai kacamata teori konspirasi aparat pakai dekat manusiawi kasih sayang,negative
"['kanjuruhan', 'dekat', 'represif', 'depan', 'aparat', 'guna', 'pentung', 'guna', 'gas', 'air', 'mata', 'larang', 'fifa', 'amat', 'ugm', 'baru', 'kilas']",kanjuruhan dekat represif depan aparat guna pentung guna gas air mata larang fifa amat ugm baru kilas,negative
"['tragedi', 'kanjuruhan', 'buka', 'mata', 'realitas', 'militeristik', 'keri', 'samping', 'kerjas']",tragedi kanjuruhan buka mata realitas militeristik keri samping kerjas,negative
"['lebih', 'kapasitas', 'kick', 'off', 'nyeleneh', 'tembak', 'gas', 'air', 'mata', 'bicara', 'sembarang', 'pintu', 'kunci', 'kunci', 'aparat', 'represif', 'evaluasi', 'kabeh', 'pintu', 'tangga', 'curam']",lebih kapasitas kick off nyeleneh tembak gas air mata bicara sembarang pintu kunci kunci aparat represif evaluasi kabeh pintu tangga curam,negative
"['aparat', 'represif', 'usaha', 'tenang', 'supporter', 'supporter', 'usaha', 'aparat', 'marah', 'sana', 'tenang', 'rusak', 'ganti', 'nyaman', 'aman', 'hilang', 'bentrok']",aparat represif usaha tenang supporter supporter usaha aparat marah sana tenang rusak ganti nyaman aman hilang bentrok,negative
"['ahli', 'komentar', 'kasih', 'pintu', 'aparat', 'represif', 'iya', 'korban']",ahli komentar kasih pintu aparat represif iya korban,negative
"['narasi', 'salah', 'fanatisme', 'konflik', 'supporter', 'keliru', 'guna', 'gas', 'air', 'mata', 'sebab', 'utama', 'kep']",narasi salah fanatisme konflik supporter keliru guna gas air mata sebab utama kep,negative
"['wakanda', 'era', 'king', 'mukidi', 'hutang', 'hukum', 'lemah', 'kpk', 'alat', 'politik', 'aparat', 'represif', 'bangun', 'istana', 'perl']",wakanda era king mukidi hutang hukum lemah kpk alat politik aparat represif bangun istana perl,negative
"['indonesia', 'seram', 'banget', 'aparat', 'represif', 'habis', 'tinggal', 'nembakin', 'protester', 'negara', 'kayak', 'aparat', 'myanmar']",indonesia seram banget aparat represif habis tinggal nembakin protester negara kayak aparat myanmar,negative
"['kayak', 'presiden', 'ajar', 'advokasi', 'disabilitas', 'manusia', 'hilang', 'nyawa', 'perilaku', 'represif', 'aparat', 'institusi', 'bertanggungjawab', 'normal', 'putus', 'preseden', 'hati', 'hati', 'presiden']",kayak presiden ajar advokasi disabilitas manusia hilang nyawa perilaku represif aparat institusi bertanggungjawab normal putus preseden hati hati presiden,positive
"['chile', 'gejolak', 'dampak', 'bijak', 'respon', 'aparat', 'aman', 'represif', 'untu']",chile gejolak dampak bijak respon aparat aman represif untu,negative
"['tanding', 'sepakbola', 'ajang', 'genosida', 'engineering', 'class', 'sikap', 'lingkup', 'tindak', 'represif']",tanding sepakbola ajang genosida engineering class sikap lingkup tindak represif,neutral
"['judul', 'artikel', 'ayo', 'kenal', 'anggota', 'aparatsatwa', 'divisi', 'anggota', 'aparat', 'intimidasi', 'represif', 'percaya', 'masyarakat']",judul artikel ayo kenal anggota aparatsatwa divisi anggota aparat intimidasi represif percaya masyarakat,negative
"['langkah', 'represif', 'aparat', 'aman', 'siram', 'gas', 'air', 'mata', 'supporter', 'panik']",langkah represif aparat aman siram gas air mata supporter panik,negative
"['anjenk', 'infrastukture', 'salah', 'otak', 'proyek', 'infrastrukture', 'melulu', 'presiden', 'sikap', 'aparat', 'represif', 'sengaja', 'tembak', 'gas', 'air', 'mata', 'ente', 'sebut', 'parah', 'usuttuntas']",anjenk infrastukture salah otak proyek infrastrukture melulu presiden sikap aparat represif sengaja tembak gas air mata ente sebut parah usuttuntas,negative
"['fenomena', 'pitch', 'invasion', 'bandung', 'manchester', 'iya', 'beda', 'nya', 'sana', 'korban', 'jiwa', 'minim', 'tindak', 'represif', 'aparat', 'tembak', 'gas', 'air', 'mata']",fenomena pitch invasion bandung manchester iya beda nya sana korban jiwa minim tindak represif aparat tembak gas air mata,negative
"['aparat', 'tuduh', 'represif', 'supporter', 'gapernah', 'instropeksi', 'kalah', 'dikit', 'ngamuk', 'susah', 'dikit', 'dikit', 'ricuh', 'aku', 'jadi', 'digebukin', 'iya', 'represif', 'supporter', 'akhlak']",aparat tuduh represif supporter gapernah instropeksi kalah dikit ngamuk susah dikit dikit ricuh aku jadi digebukin iya represif supporter akhlak,negative
"['tragedi', 'kanjuruhan', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh', 'bunuh', 'jiwa', 'bunuh', 'manusia', 'ratus', 'jiwa', 'layang', 'serba', 'serbi']",tragedi kanjuruhan tindak represif aparat tangan rusuh bunuh jiwa bunuh manusia ratus jiwa layang serba serbi,negative
"['stimulan', 'orang', 'muak', 'tingkah', 'laku', 'aparat', 'tambah', 'tragedi', 'sebab', 'nyawa', 'hilang', 'tindak', 'represif', 'aparat', 'yakin', 'ubah', 'mas', 'uang', 'bahas']",stimulan orang muak tingkah laku aparat tambah tragedi sebab nyawa hilang tindak represif aparat yakin ubah mas uang bahas,negative
"['ribu', 'merangsek', 'lapang', 'kejar', 'pukul', 'main', 'represif', 'aparat', 'aman']",ribu merangsek lapang kejar pukul main represif aparat aman,negative
"['aparat', 'lewat', 'represif', 'jahat', 'banget', 'rakyat']",aparat lewat represif jahat banget rakyat,negative
"['guna', 'bom', 'tanding', 'sepak', 'bola', 'larang', 'fifa', 'aparat', 'laku', 'aparat', 'repre']",guna bom tanding sepak bola larang fifa aparat laku aparat repre,negative
"['jadi', 'dekat', 'bang', 'sidoarjo', 'aparat', 'represif', 'jawa', 'timur', 'lho', 'perlu', 'chaos', 'malang']",jadi dekat bang sidoarjo aparat represif jawa timur lho perlu chaos malang,negative
"['hmmm', 'iya', 'ngmgnya', 'sepakbola', 'butuh', 'evaluasi', 'total', 'lupa', 'kemarin', 'salah', 'iya', 'manajemen', 'tangan', 'aksi', 'lbh', 'tindak', 'represif', 'aparat', 'tindak', 'sih', 'evaluasi', 'sepakbolanya']",hmmm iya ngmgnya sepakbola butuh evaluasi total lupa kemarin salah iya manajemen tangan aksi lbh tindak represif aparat tindak sih evaluasi sepakbolanya,negative
"['ratus', 'nyawa', 'layang', 'akibat', 'tindak', 'represif', 'aparat', 'aman', 'tembakn', 'gas', 'air', 'mata', 'sob', 'iya', 'rakyat', 'sndri', 'tragedi', 'kanjuruhan']",ratus nyawa layang akibat tindak represif aparat aman tembakn gas air mata sob iya rakyat sndri tragedi kanjuruhan,negative
"['akibat', 'laku', 'represif', 'sontak', 'supporter', 'turun', 'bantu', 'kawan', 'aparat', 'aman', 'hasil', 'pukul', 'mun']",akibat laku represif sontak supporter turun bantu kawan aparat aman hasil pukul mun,negative
"['kucil', 'dunia', 'persepakbolaan', 'akibat', 'tingkah', 'represif', 'arogan', 'aparat', 'polisi']",kucil dunia persepakbolaan akibat tingkah represif arogan aparat polisi,negative
"['kader', 'aparat', 'represif']",kader aparat represif,negative
"['aremania', 'represif', 'aparat', 'salah', 'korban', 'temu', 'prayforkanjur']",aremania represif aparat salah korban temu prayforkanjur,negative
"['imo', 'dekat', 'aparat', 'jaga', 'represif', 'keras', 'rawan', 'sulut', 'emosi', 'tonton', 'tim', 'aman', 'non', 'aparat', 'tenang']",imo dekat aparat jaga represif keras rawan sulut emosi tonton tim aman non aparat tenang,negative
"['salah', 'tragedi', 'provokator', 'supporter', 'baju', 'hitam', 'pancing', 'kwn', 'ny', 'masuk', 'aksi', 'represif', 'aparat', 'tembak', 'gas', 'air', 'mata', 'tribun', 'panitia', 'tanding', 'buka', 'pintu']",salah tragedi provokator supporter baju hitam pancing kwn ny masuk aksi represif aparat tembak gas air mata tribun panitia tanding buka pintu,negative
"['kunci', 'paket', 'kumpul', 'massa', 'even', 'konser', 'sejarah', 'rusuh', 'metallica', 'lebak', 'bulus', 'nonton', 'kelas', 'smp', 'rusuh', 'stadion', 'dampak', 'radius', 'stadion', 'nol', 'korban', 'jiwa', 'aparat', 'represif', 'abri']",kunci paket kumpul massa even konser sejarah rusuh metallica lebak bulus nonton kelas smp rusuh stadion dampak radius stadion nol korban jiwa aparat represif abri,negative
"['cari', 'benar', 'laku', 'represif', 'aparat', 'korban', 'wanita', 'anak', 'anak', 'hilang', 'nyawa']",cari benar laku represif aparat korban wanita anak anak hilang nyawa,negative
"['duga', 'langgar', 'prosedur', 'aparat', 'aman', 'tragedi', 'kanjuruhan', 'kuat', 'aku', 'aparat', 'tindak', 'represif', 'halang', 'supporter', 'evakuasi', 'lengkap', 'klik', 'link', 'bawah']",duga langgar prosedur aparat aman tragedi kanjuruhan kuat aku aparat tindak represif halang supporter evakuasi lengkap klik link bawah,negative
"['juang', 'adil', 'korban', 'federasi', 'bobrokny']",juang adil korban federasi bobrokny,neutral
"['juang', 'adil', 'korban', 'federasi', 'bobrok', 'sistem', 'kelola', 'liga', 'aparat', 'tindak', 'represif', 'tragedi', 'kanjuruhan', 'padam', 'jaga', 'kawan', 'baris', 'usuttuntastragedikanjuruhan']",juang adil korban federasi bobrok sistem kelola liga aparat tindak represif tragedi kanjuruhan padam jaga kawan baris usuttuntastragedikanjuruhan,negative
"['beladiri', 'nya', 'supporter', 'serang', 'aparat', 'tindak', 'kejam', 'represif', 'dunia', 'brutal', 'aparat', 'busuk']",beladiri nya supporter serang aparat tindak kejam represif dunia brutal aparat busuk,negative
"['guna', 'bom', 'tanding', 'sepak', 'bola', 'larang', 'fifa', 'aparat', 'laku', 'aparat', 'represif', 'evaluasi', 'demokratkawalperubahan', 'ahy', 'peduli', 'rakyat']",guna bom tanding sepak bola larang fifa aparat laku aparat represif evaluasi demokratkawalperubahan ahy peduli rakyat,negative
"['mas', 'rusuh', 'mas', 'supporter', 'turun', 'peluk', 'main', 'ricuh', 'aparat', 'tindak', 'represif', 'trhdp', 'supporter', 'pola', 'usang', 'inggris', 'tensi', 'rivalitas', 'mkin']",mas rusuh mas supporter turun peluk main ricuh aparat tindak represif trhdp supporter pola usang inggris tensi rivalitas mkin,negative
"['video', 'saksi', 'atas', 'dkmbangkan', 'investigasi', 'selesai', 'prtandingan', 'arema', 'vs', 'persija', 'vs', 'persib', 'dukung', 'masuk', 'lapang', 'bersalamn', 'foto', 'brsama', 'rusuh', 'picu', 'rusuh', 'tonton', 'aparat', 'represif', 'tindak', 'gas', 'airmatanya']",video saksi atas dkmbangkan investigasi selesai prtandingan arema vs persija vs persib dukung masuk lapang bersalamn foto brsama rusuh picu rusuh tonton aparat represif tindak gas airmatanya,negative
"['tindak', 'represif', 'aparat', 'polisi', 'militer', 'selesai', 'usut', 'tuntas', 'akar', 'bawa', 'adil', 'pe']",tindak represif aparat polisi militer selesai usut tuntas akar bawa adil pe,neutral
"['mslhx', 'plt', 'kepala', 'daerah', 'katax', 'militer', 'polisi', 'artix', 'back', 'to', 'orde', 'rentang', 'kkn', 'yakin', 'civil', 'supreme', 'and', 'civil', 'society', 'sulit', 'turwujud', 'suguh', 'tindak', 'represif', 'aparat', 'rakyat']",mslhx plt kepala daerah katax militer polisi artix back to orde rentang kkn yakin civil supreme and civil society sulit turwujud suguh tindak represif aparat rakyat,positive
"['dede', 'yusuf', 'tindak', 'represif', 'aparat', 'tragedi', 'kanjuruhan']",dede yusuf tindak represif aparat tragedi kanjuruhan,negative
"['masuk', 'akal', 'kronologis', 'main', 'baya', 'masuk', 'ruang', 'ganti', 'main', 'arema', 'kumpul', 'tengah', 'maaf', 'oran']",masuk akal kronologis main baya masuk ruang ganti main arema kumpul tengah maaf oran,negative
"['gas', 'air', 'mata', 'vs', 'air', 'mata', 'anak', 'bangsa', 'represif', 'aparat', 'akibat', 'aremania', 'ujung', 'sekarat', 'prayforkanjuruhan', 'usuttuntastragedikanjuruhan', 'polisimembunuhmu', 'polisisemakinbrutal', 'revolusinasional']",gas air mata vs air mata anak bangsa represif aparat akibat aremania ujung sekarat prayforkanjuruhan usuttuntastragedikanjuruhan polisimembunuhmu polisisemakinbrutal revolusinasional,negative
"['pbhi', 'kecam', 'dekat', 'represif', 'aparat', 'tragedi', 'kanjuruhan']",pbhi kecam dekat represif aparat tragedi kanjuruhan,negative
"['bela', 'kang', 'sudut', 'pandang', 'tindak', 'respon', 'aparat', 'represif', 'picu', 'lawan', 'acu', 'andai', 'tanding']",bela kang sudut pandang tindak respon aparat represif picu lawan acu andai tanding,positive
"['kucil', 'dunia', 'persepakbolaan', 'akibat', 'tingkah', 'represif', 'arogan', 'aparat', 'polisi']",kucil dunia persepakbolaan akibat tingkah represif arogan aparat polisi,negative
"['lelah', 'ngeri', 'tidak', 'adil', 'katai', 'kadrun', 'teriak', 'aparat', 'repr']",lelah ngeri tidak adil katai kadrun teriak aparat repr,negative
"['dede', 'yusuf', 'tindak', 'represif', 'aparat', 'tragedi', 'kanjuruhan']",dede yusuf tindak represif aparat tragedi kanjuruhan,negative
"['supporter', 'masuk', 'lapang', 'aparat', 'aman', 'represif', 'pukul', 'teman', 'teman', 'siksa', 'terima', 'benci', 'masyarakat', 'sambo', 'supporter', 'nafsu', 'hajar', 'polisi', 'analisa', 'looh']",supporter masuk lapang aparat aman represif pukul teman teman siksa terima benci masyarakat sambo supporter nafsu hajar polisi analisa looh,negative
"['kronologis', 'main', 'baya', 'masuk', 'ruang', 'ganti', 'main', 'arema', 'kumpul', 'tengah', 'maaf', 'orang', 'masuk', 'lapang']",kronologis main baya masuk ruang ganti main arema kumpul tengah maaf orang masuk lapang,negative
"['bem', 'si', 'jatim', 'aparat', 'represif', 'tangan', 'massa', 'tragedi', 'kanjuruhan', 'daerah', 'bemsijatim', 'beritabaru', 'beritabarujatim', 'beritajatim']",bem si jatim aparat represif tangan massa tragedi kanjuruhan daerah bemsijatim beritabaru beritabarujatim beritajatim,negative
"['diawalai', 'demo', 'pilpres', 'tindak', 'represif', 'aparat', 'slelau', 'salah', 'korban', 'empati', 'korban']",diawalai demo pilpres tindak represif aparat slelau salah korban empati korban,negative
"['point', 'tragedi', 'mati', 'paham', 'konteks', 'rusuh', 'picu', 'orang', 'sup']",point tragedi mati paham konteks rusuh picu orang sup,negative
"['aparat', 'tindak', 'represif', 'persuasip', 'picu', 'konflik', 'bentrok', 'aparat', 'supporter']",aparat tindak represif persuasip picu konflik bentrok aparat supporter,negative
"['kadang', 'bela', 'aparat', 'represif', 'tu', 'buzzer', 'kok']",kadang bela aparat represif tu buzzer kok,neutral
"['aremania', 'turun', 'semangat', 'rusuh', 'supporter', 'turun', 'digebukin', 'kaya', 'maling', 'ayam', 'iya', 'dimaksut', 'bensin', 'aparat', 'full', 'armor', 'tindak', 'represif', 'supporter', 'gapake', 'api', 'digedein', 'iya', 'bakar']",aremania turun semangat rusuh supporter turun digebukin kaya maling ayam iya dimaksut bensin aparat full armor tindak represif supporter gapake api digedein iya bakar,negative
"['asyyiiik', 'arema', 'rusuh', 'doong', 'aparat', 'represif', 'salahin', 'aparat']",asyyiiik arema rusuh doong aparat represif salahin aparat,negative
"['rusuh', 'teman', 'tindak', 'represif', 'aparat']",rusuh teman tindak represif aparat,negative
"['tragedi', 'kanjuruhan', 'aremania', 'gugat', 'tindak', 'represif', 'aparat']",tragedi kanjuruhan aremania gugat tindak represif aparat,negative
"['miris', 'iya', 'ulang', 'rusuh', 'tanding', 'sepak', 'bola', 'tragedi', 'kanjuruhan', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh', 'nampak', 'pakai', 'gas', 'air', 'mata', 'boleh', 'stadion', 'simak', 'video']",miris iya ulang rusuh tanding sepak bola tragedi kanjuruhan tindak represif aparat tangan rusuh nampak pakai gas air mata boleh stadion simak video,negative
"['kapolri', 'hormat', 'publik', 'faham', 'orang', 'waras', 'republik', 'dukacita', 'tragedi']",kapolri hormat publik faham orang waras republik dukacita tragedi,negative
"['nyawa', 'layang', 'gas', 'air', 'mata', 'represif', 'aparat', 'aman', 'debat', 'salah', 'supporter', 'aparat', 'mari', 'warga', 'negara', 'institusi', 'aman', 'negara', 'tanda', 'orangorang']",nyawa layang gas air mata represif aparat aman debat salah supporter aparat mari warga negara institusi aman negara tanda orangorang,negative
"['jamin', 'ulang', 'tindak', 'represif', 'aparat', 'aman', 'tangan', 'kerumun', 'supporter', 'stadion', 'langgar', 'atur', 'perundangundangan', 'implementasi', 'prinsip', 'ham', 'usuttuntas', 'mc']",jamin ulang tindak represif aparat aman tangan kerumun supporter stadion langgar atur perundangundangan implementasi prinsip ham usuttuntas mc,negative
"['tragedi', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh', 'stadion', 'kanjuruhan', 'dalih', 'jaga', 'aman', 'masyarakat', 'islam', 'pandang', 'simak', 'video', 'serba', 'serbi']",tragedi tindak represif aparat tangan rusuh stadion kanjuruhan dalih jaga aman masyarakat islam pandang simak video serba serbi,neutral
"['tragedi', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh', 'stadion', 'kanjuruhan', 'dalih', 'jaga', 'aman', 'masyarakat', 'islam', 'pandang', 'simak', 'video']",tragedi tindak represif aparat tangan rusuh stadion kanjuruhan dalih jaga aman masyarakat islam pandang simak video,neutral
"['adil', 'korban', 'keluarga', 'korban', 'masyarakat', 'indonesia', 'maaf', 'ulang', 'tindak', 'represif', 'aparat', 'tni', 'polri', 'lainlain']",adil korban keluarga korban masyarakat indonesia maaf ulang tindak represif aparat tni polri lainlain,negative
"['tragedi', 'kanjuruhan', 'kondisi', 'memprihatikan', 'ulang', 'rusuh', 'tanding', 'sepak', 'bola', 'tunjuk', 'biar', 'negara', 'targedi', 'tunjuk', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh']",tragedi kanjuruhan kondisi memprihatikan ulang rusuh tanding sepak bola tunjuk biar negara targedi tunjuk tindak represif aparat tangan rusuh,negative
"['tragedi', 'kanjuruhan', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh', 'dalih', 'jaga', 'aman', 'masyarakat', 'rebut', 'hak', 'hidup', 'rakyat', 'sistem', 'demokrasi', 'rakyat', 'kibul', 'simak']",tragedi kanjuruhan tindak represif aparat tangan rusuh dalih jaga aman masyarakat rebut hak hidup rakyat sistem demokrasi rakyat kibul simak,negative
"['tragedi', 'kanjuruhan', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh', 'nampak', 'guna', 'gas', 'air', 'mata', 'sejati', 'larang', 'tanding', 'sepakbola', 'simak', 'jelas', 'lengkap']",tragedi kanjuruhan tindak represif aparat tangan rusuh nampak guna gas air mata sejati larang tanding sepakbola simak jelas lengkap,negative
"['ulang', 'rusuh', 'tanding', 'sepakbola', 'biar', 'negara', 'sisi', 'tragedi', 'kanjuruhan', 'tindak', 'represif', 'aparat', 'tangan', 'rusuh', 'lengkap']",ulang rusuh tanding sepakbola biar negara sisi tragedi kanjuruhan tindak represif aparat tangan rusuh lengkap,neutral
"['gusdurian', 'kecam', 'sesal', 'tindak', 'aparat', 'represif', 'tembak', 'gas', 'air', 'mata', 'tribun', 'tonton']",gusdurian kecam sesal tindak aparat represif tembak gas air mata tribun tonton,negative
"['ku', 'dewe', 'iya', 'bingung', 'britane', 'aparat', 'tegak', 'hukum', 'arogan', 'represif', 'tindak', 'kriminal', 'korupsi', 'lainlain', 'reformasi', 'tubuh', 'institusiny', 'biar', 'aparat', 'mjd', 'mngayomi', 'rakyat', 'tindak', 'hukum', 'dn', 'tega', 'hukum', 'adil']",ku dewe iya bingung britane aparat tegak hukum arogan represif tindak kriminal korupsi lainlain reformasi tubuh institusiny biar aparat mjd mngayomi rakyat tindak hukum dn tega hukum adil,negative
"['yaps', 'hukum', 'anarkis', 'libat', 'mati', 'kurung', 'tembak', 'gas', 'air', 'mata', 'anarkis', 'bela', 'ketidakbenaran', 'tuju', 'represif', 'aparat']",yaps hukum anarkis libat mati kurung tembak gas air mata anarkis bela ketidakbenaran tuju represif aparat,negative
"['langsung', 'lompat', 'kalimat', 'iya', 'laiya', 'contoh', 'video', 'rusuh', 'austria', 'iya', 'kritisi', 'aparat', 'aman', 'benah', 'sistem', 'tangan', 'supporter', 'aparat', 'represif', 'bukti', 'video', 'aparat', 'represif']",langsung lompat kalimat iya laiya contoh video rusuh austria iya kritisi aparat aman benah sistem tangan supporter aparat represif bukti video aparat represif,negative
"['rusuh', 'teman', 'tindak', 'represif', 'aparat', 'aparat', 'public', 'enemy', 'kena', 'tindak', 'dikit', 'pancing']",rusuh teman tindak represif aparat aparat public enemy kena tindak dikit pancing,negative
